objectid,title,creator,date,description,format,language,publisher,rights,rightsstatement,type,type_genre,source,oclc number,date created,date modified,reference_url,cdmid,contentdm file name, contentdm file path
108,Harvest War Crops--The Women's Land Army--of the U. S. Crop Corps,United States. War Food Administration; Women's Land Army (United States); Morley,1945,A woman picking oranges from a tree.,image/jpeg,en_US,United States. Government Printing Office,"As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.",https://rightsstatements.org/vocab/NoC-US/1.0/,Image,posters,World War II Posters,oksa_1972-002f6p3,,2019-12-17,2019-12-17,http://cdm17279.contentdm.oclc.org/cdm/ref/collection/WW2Posters/id/304,304,306.jp2,/WW2Posters/image/306.jp2
109,Who Cares About Oxygen?--You Do,United States. Army Air Forces. Training Aids Division; United States. Army Air Forces. Office of Flying Safety,1943-10-20,"Hand reaching for an oxygen mask. ""Check with your oxygen officer."" Air Poster No. API-5050, sheet no. 2 of 5.",image/jpeg,en_US,United States. Government Printing Office,"As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.",https://rightsstatements.org/vocab/NoC-US/1.0/,Image,posters,World War II Posters,oksa_1972-002f1p4,,2019-12-17,2019-12-17,http://cdm17279.contentdm.oclc.org/cdm/ref/collection/WW2Posters/id/305,305,315.jp2,/WW2Posters/image/315.jp2
110,Buy War Bonds--Third War Loan,"Keppler, Victor",1943,Crying boy wearing a soldier's medal.,image/jpeg,en_US,United States. Government Printing Office,"As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.",https://rightsstatements.org/vocab/NoC-US/1.0/,Image,posters,World War II Posters,oksa_1972-002f5p16,,2019-12-17,2019-12-17,http://cdm17279.contentdm.oclc.org/cdm/ref/collection/WW2Posters/id/306,306,328.jp2,/WW2Posters/image/328.jp2
111,New Zealand--Ally Down Under,United States. Legation (New Zealand); Duco,1939-1945,Two New Zealand soldiers fighting on a tropic shore.,image/jpeg,en_US,United States. Government Printing Office,"As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.",https://rightsstatements.org/vocab/NoC-US/1.0/,Image,posters,World War II Posters,oksa_1972-002f8p16,,2019-12-17,2019-12-17,http://cdm17279.contentdm.oclc.org/cdm/ref/collection/WW2Posters/id/307,307,314.jp2,/WW2Posters/image/314.jp2
112,Don't Kill Her Daddy--with Careless Talk,United States. Office of War Information; D. H. S.,1944,A little girl holding a picture of her dad in a soldier's uniform.,image/jpeg,en_US,United States. Government Printing Office,"As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.",https://rightsstatements.org/vocab/NoC-US/1.0/,Image,posters,World War II Posters,oksa_1972-002f6p7,,2019-12-17,2019-12-17,http://cdm17279.contentdm.oclc.org/cdm/ref/collection/WW2Posters/id/308,308,249.jp2,/WW2Posters/image/249.jp2
113,Your Government Warns--Prepare for Winter Now!,United States. Solid Fuels Administration for War,1944,"A list of things people can do to prepare for winter and make the most of their fuel. ""Take dealer's advice--Check your heating plant--'Winterize' your home--Fuel is scarce...Conserve it!""",image/jpeg,en_US,United States. Government Printing Office,"As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.",https://rightsstatements.org/vocab/NoC-US/1.0/,Image,posters,World War II Posters,oksa_1972-002f7p19,,2019-12-17,2019-12-17,http://cdm17279.contentdm.oclc.org/cdm/ref/collection/WW2Posters/id/309,309,246.jp2,/WW2Posters/image/246.jp2
114,Your Metal Is on the Attack--Keep It Coming!,"United States. Army; Sewell, Amos",1944,Soldiers and tanks storming a beach.,image/jpeg,en_US,United States. Government Printing Office,"As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.",https://rightsstatements.org/vocab/NoC-US/1.0/,Image,posters,World War II Posters,oksa_1972-002f7p21,,2019-12-17,2019-12-17,http://cdm17279.contentdm.oclc.org/cdm/ref/collection/WW2Posters/id/310,310,255.jp2,/WW2Posters/image/255.jp2
115,Won't You Give My Boy a Chance to Get Home?--Don't Travel - Unless Your Trip Helps Win the War,"United States. Office of Defense Transportation; Rozen, Jerome",1944,"A woman standing in front of a blue star banner, encouraging people not to travel unless it helps the U. S. win the war. On the reverse side is a letter, encouraging the recipient to display the poster.",application/pdf,en_US,United States. Government Printing Office,"As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.",https://rightsstatements.org/vocab/NoC-US/1.0/,Image,posters,World War II Posters,oksa_1972-002f7p33,,2019-12-17,2019-12-17,http://cdm17279.contentdm.oclc.org/cdm/ref/collection/WW2Posters/id/311,311,327.pdf,/WW2Posters/image/327.pdf
116,Plan Today--Build Tomorrow with War Bonds thru Pay Roll Savings,"Interdepartmental War Savings Bond Committee; Hughes, Ardis",1944,Couple looking at house designs.,image/jpeg,en_US,United States. Government Printing Office,"As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.",https://rightsstatements.org/vocab/NoC-US/1.0/,Image,posters,World War II Posters,oksa_1972-002f5p20,,2019-12-17,2019-12-17,http://cdm17279.contentdm.oclc.org/cdm/ref/collection/WW2Posters/id/312,312,316.jp2,/WW2Posters/image/316.jp2
117,7th War Loan--Now..All Together,"United States. Department of the Treasury; Beall, C. C.",1945,"C. C. Beall's ""U. S. Marines at Iwo Jima.""",image/jpeg,en_US,United States. Government Printing Office,"As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.",https://rightsstatements.org/vocab/NoC-US/1.0/,Image,posters,World War II Posters,oksa_1972-002f5p1,,2019-12-17,2019-12-17,http://cdm17279.contentdm.oclc.org/cdm/ref/collection/WW2Posters/id/313,313,209.jp2,/WW2Posters/image/209.jp2
118,Grow Your Own--Be Sure!,"Strong, Grover",1945,"Produce in front of a red, white, and blue ""V."" Propaganda for the Victory Garden Campaign.",image/jpeg,en_US,United States. Government Printing Office,"As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.",https://rightsstatements.org/vocab/NoC-US/1.0/,Image,posters,World War II Posters,oksa_1972-002f4p1,,2019-12-17,2019-12-17,http://cdm17279.contentdm.oclc.org/cdm/ref/collection/WW2Posters/id/314,314,270.jp2,/WW2Posters/image/270.jp2
119,Careless Talk--Got There First,"Prohaska, Ray",1944,"A soldier storming the beach, falling to the ground, shot in the head and stomach.",image/jpeg,en_US,United States. Government Printing Office,"As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.",https://rightsstatements.org/vocab/NoC-US/1.0/,Image,posters,World War II Posters,oksa_1972-002f6p10,,2019-12-17,2019-12-17,http://cdm17279.contentdm.oclc.org/cdm/ref/collection/WW2Posters/id/315,315,318.jp2,/WW2Posters/image/318.jp2
120,We Made It!--How About You?,United States. Department of the Treasury; Fagg,1945,"A smiling soldier waving next to a tracking graph for ""Our Victory Loan Quota.""",image/jpeg,en_US,United States. Government Printing Office,"As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.",https://rightsstatements.org/vocab/NoC-US/1.0/,Image,posters,World War II Posters,oksa_1972-002f5p60,,2019-12-17,2019-12-17,http://cdm17279.contentdm.oclc.org/cdm/ref/collection/WW2Posters/id/316,316,215.jp2,/WW2Posters/image/215.jp2
121,If You Tell Where He's Going...He May Never Get There!,"United States. Office of War Information; Falter, John",1943,A Navy man carrying his pack and smiling.,image/jpeg,en_US,United States. Government Printing Office,"As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.",https://rightsstatements.org/vocab/NoC-US/1.0/,Image,posters,World War II Posters,oksa_1972-002f6p19,,2019-12-17,2019-12-17,http://cdm17279.contentdm.oclc.org/cdm/ref/collection/WW2Posters/id/317,317,239.jp2,/WW2Posters/image/239.jp2
122,Fire Away!--Buy Extra Bonds,Schreiber,1944,"Two sailors on a U. S. Navy ship looking out for possible contact. ""In memory--U.S.S. 'Dorado'""",image/jpeg,en_US,United States. Government Printing Office,"As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.",https://rightsstatements.org/vocab/NoC-US/1.0/,Image,posters,World War II Posters,oksa_1972-002f5p39,,2019-12-17,2019-12-17,http://cdm17279.contentdm.oclc.org/cdm/ref/collection/WW2Posters/id/318,318,298.jp2,/WW2Posters/image/298.jp2
123,Could This Be You?--Don't Travel - Unless Your Trip Helps Win the War,United States. Office of Defense Transportation,1945,Four different traveler profiles with non-viable reasons for traveling during the war time.,image/jpeg,en_US,United States. Government Printing Office,"As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.",https://rightsstatements.org/vocab/NoC-US/1.0/,Image,posters,World War II Posters,oksa_1972-002f7p11,,2019-12-17,2019-12-17,http://cdm17279.contentdm.oclc.org/cdm/ref/collection/WW2Posters/id/319,319,335.jp2,/WW2Posters/image/335.jp2
124,Our Wounded Need Help!,United States. Office of War Information; American National Red Cross,1939-1945,Ten ways you can release nurses for military service...,image/jpeg,en_US,United States. Government Printing Office,"As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.",https://rightsstatements.org/vocab/NoC-US/1.0/,Text,posters,World War II Posters,oksa_1972-002f2p10,,2019-12-17,2019-12-17,http://cdm17279.contentdm.oclc.org/cdm/ref/collection/WW2Posters/id/320,320,243.jp2,/WW2Posters/image/243.jp2
125,Buy U. S. War Savings Bonds and Stamps Now,,1942,"American flag with a Franklin D. Roosevelt quote: ""We can...We will..We must!""",image/jpeg,en_US,United States. Government Printing Office,"As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.",https://rightsstatements.org/vocab/NoC-US/1.0/,Image,posters,World War II Posters,oksa_1972-002f5p2,,2019-12-17,2019-12-17,http://cdm17279.contentdm.oclc.org/cdm/ref/collection/WW2Posters/id/321,321,264.jp2,/WW2Posters/image/264.jp2
126,War Bonds Are Cheaper Than Wooden Crosses,"Interdepartmental War Savings Bond Committee; Hughes, Ardis",1944,"Soldier walking through a graveyard with multiple wooden crosses on his shoulders. """"Buy more [war bonds] through pay roll savings.""""",image/jpeg,en_US,United States. Government Printing Office,"As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.",https://rightsstatements.org/vocab/NoC-US/1.0/,Image,posters,World War II Posters,oksa_1972-002f5p18,,2019-12-17,2019-12-17,http://cdm17279.contentdm.oclc.org/cdm/ref/collection/WW2Posters/id/322,322,308.jp2,/WW2Posters/image/308.jp2
127,Am I Proud!..--I'm Fighting Famine...by Canning Food at Home,"United States. Department of Agriculture; Williams, Dick",1946,A woman with her arms full of home-canned foods,image/jpeg,en_US,United States. Government Printing Office,"As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.",https://rightsstatements.org/vocab/NoC-US/1.0/,Image,posters,World War II Posters,oksa_1972-002f5p6,,2019-12-17,2019-12-17,http://cdm17279.contentdm.oclc.org/cdm/ref/collection/WW2Posters/id/323,323,245.jp2,/WW2Posters/image/245.jp2
128,Sky's the Limit!--Keep Buying War Bonds,"United States. Department of the Treasury; Allen, Courtney",1944,Three people working on an airplane engine. Advertising the 6th War Loan.,image/jpeg,en_US,United States. Government Printing Office,"As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.",https://rightsstatements.org/vocab/NoC-US/1.0/,Image,posters,World War II Posters,oksa_1972-002f6p1,,2019-12-17,2019-12-17,http://cdm17279.contentdm.oclc.org/cdm/ref/collection/WW2Posters/id/324,324,294.jp2,/WW2Posters/image/294.jp2
129,Insignia of the Army of the United States,United States. Adjutant-General's Office; United States. Army. Recruiting Publicity Bureau,1943,Insignia of arms and services and other distinctive emblems.,image/jpeg,en_US,United States. Government Printing Office,"As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.",https://rightsstatements.org/vocab/NoC-US/1.0/,Image,posters,World War II Posters,oksa_1972-002f8p4,,2019-12-17,2019-12-17,http://cdm17279.contentdm.oclc.org/cdm/ref/collection/WW2Posters/id/325,325,317.jp2,/WW2Posters/image/317.jp2
130,Victory Loan--Buy Your Extra Bonds - Here,United States. Department of the Treasury,1945,"The Victory Loan logo in red, white, and blue: a burning torch flanked by olive branches.",image/jpeg,en_US,United States. Government Printing Office,"As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.",https://rightsstatements.org/vocab/NoC-US/1.0/,Image,posters,World War II Posters,oksa_1972-002f5p61,,2019-12-17,2019-12-17,http://cdm17279.contentdm.oclc.org/cdm/ref/collection/WW2Posters/id/326,326,337.jp2,/WW2Posters/image/337.jp2
131,New Ceiling Price Lists Are Here!,United States. Office of Price Administration,1944,"Lists of various ceiling prices. """"Ask to see our copies--We will explain how you can use them...""""",image/jpeg,en_US,United States. Government Printing Office,"As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.",https://rightsstatements.org/vocab/NoC-US/1.0/,Image,posters,World War II Posters,oksa_1972-002f7p3,,2019-12-17,2019-12-17,http://cdm17279.contentdm.oclc.org/cdm/ref/collection/WW2Posters/id/327,327,253.jp2,/WW2Posters/image/253.jp2
132,Every Man--Woman and Child--Is a Partner,United States. War Production Board,1942,Quote by President Roosevelt. People dressed in everyday work clothes walking across the poster. An inventory of war equipment is listed.,image/jpeg,en_US,United States. Government Printing Office,"As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.",https://rightsstatements.org/vocab/NoC-US/1.0/,Image,posters,World War II Posters,oksa_1972-002f8p1,,2019-12-17,2019-12-17,http://cdm17279.contentdm.oclc.org/cdm/ref/collection/WW2Posters/id/328,328,200.jp2,/WW2Posters/image/200.jp2
133,United Nations Fight for Freedom (OWI Poster No. 19),"United States. Office of War Information; Broder, S.",1942,"The Statue of Liberty in black and white, featured with flags of all the countries comprising the United Nations.",image/jpeg,en_US,United States. Government Printing Office,"As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.",https://rightsstatements.org/vocab/NoC-US/1.0/,Image,posters,World War II Posters,oksa_1972-002f8p13,,2019-12-17,2019-12-17,http://cdm17279.contentdm.oclc.org/cdm/ref/collection/WW2Posters/id/329,329,336.jp2,/WW2Posters/image/336.jp2
134,Wanted - Fighting Dollars--United States Defense--Bonds--Stamps,Wilkinsons,1942,"Working man holding up a war bond. Encouraging the purchase of war bonds and stamps. ""Make every pay-day bond-day.""",image/jpeg,en_US,United States. Government Printing Office,"As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.",https://rightsstatements.org/vocab/NoC-US/1.0/,Image,posters,World War II Posters,oksa_1972-002f5p48,,2019-12-17,2019-12-17,http://cdm17279.contentdm.oclc.org/cdm/ref/collection/WW2Posters/id/330,330,256.jp2,/WW2Posters/image/256.jp2
135,Next!--Japan--6th War Loan,"United States. Department of the Treasury; Bingham, James",1944,A soldier's face looming large over Japan. Poster depicts a bomb landing on the Japanese flag.,image/jpeg,en_US,United States. Government Printing Office,"As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.",https://rightsstatements.org/vocab/NoC-US/1.0/,Image,posters,World War II Posters,oksa_1972-002f5p59,,2019-12-17,2019-12-17,http://cdm17279.contentdm.oclc.org/cdm/ref/collection/WW2Posters/id/331,331,241.jp2,/WW2Posters/image/241.jp2
136,Give It Your Best!,United States. Office of War Information,1942,American flag featured with text below.,image/jpeg,en_US,United States. Government Printing Office,"As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.",https://rightsstatements.org/vocab/NoC-US/1.0/,Image,posters,World War II Posters,oksa_1972-002f5p10,,2019-12-17,2019-12-17,http://cdm17279.contentdm.oclc.org/cdm/ref/collection/WW2Posters/id/332,332,274.jp2,/WW2Posters/image/274.jp2
137,What Can You Spare That They Can Wear?--Give Clothing for War Relief,"United National Clothing Collection for War Relief (U.S.); United States. Office of War Information; Kaiser, Henry J.",1941,"Two young boys wearing ripped and worn clothes. Encourages people to donate clothes for war relief between April 1-30, 1941. On the reverse side is a letter from Henry J. Kaiser, National Chairman of the United National Clothing Collection for Overseas War Relief, encouraging the recipient to display the poster.",application/pdf,en_US,United States. Government Printing Office,"As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.",https://rightsstatements.org/vocab/NoC-US/1.0/,Image,posters,World War II Posters,oksa_1972-002f7p34,,2019-12-17,2019-12-17,http://cdm17279.contentdm.oclc.org/cdm/ref/collection/WW2Posters/id/333,333,259.pdf,/WW2Posters/image/259.pdf
138,Let 'Em Have It--Buy Extra Bonds,"United States. Department of the Treasury; Perlin, Bernard",1943,Soldier throwing a hand grenade.,image/jpeg,en_US,United States. Government Printing Office,"As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.",https://rightsstatements.org/vocab/NoC-US/1.0/,Image,posters,World War II Posters,oksa_1972-002f5p34,,2019-12-17,2019-12-17,http://cdm17279.contentdm.oclc.org/cdm/ref/collection/WW2Posters/id/334,334,313.jp2,/WW2Posters/image/313.jp2
139,"You Are One of 50,000,000 Americans Who Must Fill Out an Income Tax Return by March 15th--File Yours Early",United States. Department of the Treasury; United States. Bureau of Internal Revenue,1944,"Withholding receipt and a Form 1040. Urges people to file their taxes early. ""You must file an income tax return if your income in 1944 was $500 or more."" One of two posters issued by the Bureau of Internal Revenue with the United States' Treasury Department.",image/jpeg,en_US,United States. Government Printing Office,"As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.",https://rightsstatements.org/vocab/NoC-US/1.0/,Text,posters,World War II Posters,oksa_1972-002f5p32,,2019-12-17,2019-12-17,http://cdm17279.contentdm.oclc.org/cdm/ref/collection/WW2Posters/id/335,335,340.jp2,/WW2Posters/image/340.jp2
140,Protect His Future--Buy and Keep War Bonds,"United States. Department of the Treasury; Nichols, Ruth",1944,Young smiling boy held aloft.,image/jpeg,en_US,United States. Government Printing Office,"As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.",https://rightsstatements.org/vocab/NoC-US/1.0/,Image,posters,World War II Posters,oksa_1972-002f5p37,,2019-12-17,2019-12-17,http://cdm17279.contentdm.oclc.org/cdm/ref/collection/WW2Posters/id/336,336,310.jp2,/WW2Posters/image/310.jp2
141,You Can Have Silver Wings--U. S. Army Air Forces,United States. Army. Recruiting Publicity Bureau; Fischer,1943,Aviation Cadet Wings. Encourages persons between the ages of 17 and 18 to apply for the Air Corps Enlisted Reserve.,image/jpeg,en_US,United States. Government Printing Office,"As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.",https://rightsstatements.org/vocab/NoC-US/1.0/,Image,posters,World War II Posters,oksa_1972-002f2p15,,2019-12-17,2019-12-17,http://cdm17279.contentdm.oclc.org/cdm/ref/collection/WW2Posters/id/337,337,323.jp2,/WW2Posters/image/323.jp2
142,...State of This Nation Is Good...,United States. Office of War Information; United States. President (1933-1945 : Roosevelt),1943,"Excerpt from President Franklin D. Roosevelt's Message to Congress, January 7, 1943. A bald eagle is at the top of the poster.",image/jpeg,en_US,United States. Government Printing Office,"As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.",https://rightsstatements.org/vocab/NoC-US/1.0/,Text,posters,World War II Posters,oksa_1972-002f8p7,,2019-12-17,2019-12-17,http://cdm17279.contentdm.oclc.org/cdm/ref/collection/WW2Posters/id/338,338,199.jp2,/WW2Posters/image/199.jp2
143,U.S. Cadet Nurse Corps,"United States. Federal Security Agency; Ross, Alexander",1945,"Nurse Corps Cadet, with two female students admiring her in the background. ""A lifetime education FREE--for high school graduates who qualify.""",image/jpeg,en_US,United States. Government Printing Office,"As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.",https://rightsstatements.org/vocab/NoC-US/1.0/,Image,posters,World War II Posters,oksa_1972-002f2p6,,2019-12-17,2019-12-17,http://cdm17279.contentdm.oclc.org/cdm/ref/collection/WW2Posters/id/339,339,307.jp2,/WW2Posters/image/307.jp2
144,Don't Burn--Waste Paper--Call a Collector!,Untied States. Office for Emergency Management. Division of Information; Rabkin,1939-1945,"A trash can full of burning paper and paper products. ""Our war effort needs it [paper].""",image/jpeg,en_US,United States. Government Printing Office,"As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.",https://rightsstatements.org/vocab/NoC-US/1.0/,Image,posters,World War II Posters,oksa_1972-002f7p10,,2019-12-17,2019-12-17,http://cdm17279.contentdm.oclc.org/cdm/ref/collection/WW2Posters/id/340,340,343.jp2,/WW2Posters/image/343.jp2
