title	contributor	date original	description	format	language	publisher	rights	rights uri	type	type genre	identifier	osu.filename
Do with Less - so They'll Have Enough!	United States. Office of War Information	1943	"A smiling soldier drinking coffee. ""Rationing gives you your fair share."""	image/jpeg	en_US	United States. Government Printing Office	As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.	https://rightsstatements.org/vocab/NoC-US/1.0/	Image	posters	oksa_1972-002f7p51	oksa_1972-002f7p51.jpg
Rationing Means a Fair Share for All of Us	United States. Office of Price Administration; Roese, Herbert	1943	A picture of a woman carrying out all the food that another woman needs when there is no rationing. Another picture showing both women getting food with the rationing program.	image/jpeg	en_US	United States. Government Printing Office	As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.	https://rightsstatements.org/vocab/NoC-US/1.0/	Image	posters	oksa_1972-002f7p53	oksa_1972-002f7p53.jpg
Keep the Home Front Pledge--Pay No More Than Ceiling Prices--Pay Your Points in Full	United States. Office of Price Administration	1944	A woman raising her right hand and taking the pledge.	image/jpeg	en_US	United States. Government Printing Office	As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.	https://rightsstatements.org/vocab/NoC-US/1.0/	Image	posters	oksa_1972-002f7p54	oksa_1972-002f7p54.jpg
Urgent Plea:--Save Waste Paper	United States. War Production Board. Salvage Division; United States. Office of Price Administration	1939-1945	An illustrated list of items that are needed for war production. On the reverse side is a letter encouraging the recipient to display the poster.	application/pdf	en_US	United States. Government Printing Office	As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.	https://rightsstatements.org/vocab/NoC-US/1.0/	Image	posters	oksa_1972-002f7p6	oksa_1972-002f7p6.pdf
Cost of Living Comparison, 1918 to 1944	United States. Office of Price Administration	1944	A picture of a woman reaching up high for groceries that rose because of the increase in cost of living in 1918. A picture of a woman in 1944 reaching for groceries below her waist because of price control. On the reverse side is a letter encouraging the recipient to display the poster.	application/pdf	en_US	United States. Government Printing Office	As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.	https://rightsstatements.org/vocab/NoC-US/1.0/	Image	posters	oksa_1972-002f7p8	oksa_1972-002f7p8.pdf
Save Waste Fats for Explosives--Take Them to Your Meat Dealer	United States. Office of War Information; Koerner, Henry	1943	Fat draining from a frying pan, fueling the fire of bombs.	image/jpeg	en_US	United States. Government Printing Office	As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.	https://rightsstatements.org/vocab/NoC-US/1.0/	Image	posters	oksa_1972-002f7p9	oksa_1972-002f7p9.jpg
"""Every Man--Woman and Child--Is a Partner"""	United States. War Production Board	1942	Quote by President Roosevelt. People dressed in everyday work clothes walking across the poster. An inventory of war equipment is listed.	image/jpeg	en_US	United States. Government Printing Office	As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.	https://rightsstatements.org/vocab/NoC-US/1.0/	Image	posters	oksa_1972-002f8p1	oksa_1972-002f8p1.jpg
Atlantic Charter, August 14, 1941	United States. Office of War Information	1943	A poster of the Atlantic Charter, signed by Franklin D. Roosevelt and Winston S. Churchill on August 14, 1941.	image/jpeg	en_US	United States. Government Printing Office	As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.	https://rightsstatements.org/vocab/NoC-US/1.0/	Text	posters	oksa_1972-002f8p10	oksa_1972-002f8p10.jpg
United Nations Fight for Freedom (OWI Poster No. 19)	United States. Office of War Information; Broder, S.	1942	The Statue of Liberty in black and white, featured with flags of all the countries comprising the United Nations.	image/jpeg	en_US	United States. Government Printing Office	As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.	https://rightsstatements.org/vocab/NoC-US/1.0/	Image	posters	oksa_1972-002f8p13	oksa_1972-002f8p13.jpg
United Nations Fight for Freedom (GPO Jacket No. 461205)	United States. Office of Facts and Figures	5/1/1942	The Statue of Liberty in color, featured with flags of all the countries comprising the United Nations.	image/jpeg	en_US	United States. Government Printing Office	As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.	https://rightsstatements.org/vocab/NoC-US/1.0/	Image	posters	oksa_1972-002f8p15	oksa_1972-002f8p15.jpg
New Zealand--Ally Down Under	United States. Legation (New Zealand); Duco	1939-1945	Two New Zealand soldiers fighting on a tropic shore.	image/jpeg	en_US	United States. Government Printing Office	As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.	https://rightsstatements.org/vocab/NoC-US/1.0/	Image	posters	oksa_1972-002f8p16	oksa_1972-002f8p16.jpg
Avenge--December 7	United States. Office of War Information; Perlin, Bernard	1942	A man coming out of the darkness, shaking his fist. A warship exploding at the bottom, in representation of the attack on Pearl Harbor. 	image/jpeg	en_US	United States. Government Printing Office	As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.	https://rightsstatements.org/vocab/NoC-US/1.0/	Image	posters	oksa_1972-002f8p2	oksa_1972-002f8p2.jpg
"""Bundles for Berlin""--More Production!"	United States. War Production Board; Brindle, Melbourne	1942	Two men installing bombs in the bottom of a plane.	image/jpeg	en_US	United States. Government Printing Office	As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.	https://rightsstatements.org/vocab/NoC-US/1.0/	Image	posters	oksa_1972-002f8p3	oksa_1972-002f8p3.jpg
Insignia of the Army of the United States	United States. Adjutant-General's Office; United States. Army. Recruiting Publicity Bureau	1943	"""Insignia of arms and services and other distinctive emblems."""	image/jpeg	en_US	United States. Government Printing Office	As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.	https://rightsstatements.org/vocab/NoC-US/1.0/	Image	posters	oksa_1972-002f8p4	oksa_1972-002f8p4.jpg
"""Americanism Is Not, and Never Was, a Matter of Race or Ancestry"""	United States. Office of War Information; United States. President (1933-1945 : Roosevelt)	1943	An address by the President on Feb. 3, 1943. An eagle and American Flag are at the top.	image/jpeg	en_US	United States. Government Printing Office	As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.	https://rightsstatements.org/vocab/NoC-US/1.0/	Text	posters	oksa_1972-002f8p5	oksa_1972-002f8p5.jpg
He's Sure to Get V...- Mail--Safest Overseas Mail	United States. Army. Postal Service; United States. Army. Recruiting Publicity Bureau; Schlaikjer, Jes Wilhelm	1943	A smiling soldier, holding a yellow letter.	image/jpeg	en_US	United States. Government Printing Office	As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.	https://rightsstatements.org/vocab/NoC-US/1.0/	Image	posters	oksa_1972-002f8p6	oksa_1972-002f8p6.jpg
"""...State of This Nation Is Good..."""	United States. Office of War Information; United States. President (1933-1945 : Roosevelt)	1943	Excerpt from President Franklin D. Roosevelt's Message to Congress, January 7, 1943. A bald eagle is at the top of the poster.	image/jpeg	en_US	United States. Government Printing Office	As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.	https://rightsstatements.org/vocab/NoC-US/1.0/	Text	posters	oksa_1972-002f8p7	oksa_1972-002f8p7.jpg
We Have Just Begun to Fight!	United States. Office of War Information	1943	A soldier running with his hand up, urging others to fight. Included is a list of battles already fought.	image/jpeg	en_US	United States. Government Printing Office	As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.	https://rightsstatements.org/vocab/NoC-US/1.0/	Image	posters	oksa_1972-002f8p9	oksa_1972-002f8p9.jpg
